  9.9999997E-05   2.228043    
  5.0000002E-04   11.13844    
  1.0000000E-03   22.21233    
  1.5000000E-03   32.97429    
  2.0000001E-03   43.08437    
  2.4999999E-03   52.38516    
  3.0000000E-03   60.97617    
  3.5000001E-03   69.05144    
  4.0000002E-03   76.78204    
  4.4999998E-03   84.28846    
  4.9999999E-03   91.64800    
  5.5000000E-03   98.90860    
  6.0000001E-03   106.0999    
  6.5000001E-03   113.2406    
  7.0000002E-03   120.3428    
  7.4999998E-03   127.4148    
  8.0000004E-03   134.4622    
  8.5000005E-03   141.4892    
  8.9999996E-03   148.4989    
  9.4999997E-03   155.4937    
  9.9999998E-03   162.4755    
  1.0500000E-02   169.4459    
  1.1000000E-02   176.4061    
  1.1500000E-02   183.3571    
  1.2000000E-02   190.2998    
  1.2500000E-02   197.2351    
  1.3000000E-02   204.1634    
  1.3500000E-02   211.0854    
  1.4000000E-02   218.0016    
  1.4500000E-02   224.9124    
  1.5000000E-02   231.8182    
  1.5500000E-02   238.7193    
  1.6000001E-02   245.6160    
  1.6500000E-02   252.5086    
  1.7000001E-02   259.3974    
  1.7500000E-02   266.2824    
  1.7999999E-02   273.1641    
  1.8500000E-02   280.0425    
  1.8999999E-02   286.9178    
  1.9500000E-02   293.7901    
  2.0000000E-02   300.6597    
