 -3.3730401E-05  0.0000000E+00
 -1.6867349E-04  0.0000000E+00
 -3.3812874E-04  0.0000000E+00
 -5.1136623E-04  0.0000000E+00
 -6.9253228E-04  0.0000000E+00
 -8.8360568E-04  0.0000000E+00
 -1.0834656E-03  0.0000000E+00
 -1.2898187E-03  0.0000000E+00
 -1.5006132E-03  0.0000000E+00
 -1.7143852E-03  0.0000000E+00
 -1.9301808E-03  0.0000000E+00
 -2.1473970E-03  0.0000000E+00
 -2.3656515E-03  0.0000000E+00
 -2.5846963E-03  0.0000000E+00
 -2.8043645E-03  0.0000000E+00
 -3.0245390E-03  0.0000000E+00
 -3.2451351E-03  0.0000000E+00
 -3.4660886E-03  0.0000000E+00
 -3.6873491E-03  0.0000000E+00
 -3.9088768E-03  0.0000000E+00
 -4.1306401E-03  0.0000000E+00
 -4.3526106E-03  0.0000000E+00
 -4.5747668E-03  0.0000000E+00
 -4.7970894E-03  0.0000000E+00
 -5.0195619E-03  0.0000000E+00
 -5.2421698E-03  0.0000000E+00
 -5.4649012E-03  0.0000000E+00
 -5.6877453E-03  0.0000000E+00
 -5.9106932E-03  0.0000000E+00
 -6.1337356E-03  0.0000000E+00
 -6.3568656E-03  0.0000000E+00
 -6.5800766E-03  0.0000000E+00
 -6.8033631E-03  0.0000000E+00
 -7.0267199E-03  0.0000000E+00
 -7.2501418E-03  0.0000000E+00
 -7.4736248E-03  0.0000000E+00
 -7.6971655E-03  0.0000000E+00
 -7.9207597E-03  0.0000000E+00
 -8.1444047E-03  0.0000000E+00
 -8.3680972E-03  0.0000000E+00
 -8.5918363E-03  0.0000000E+00
