  9.9999997E-05   1.684874    
  5.0000002E-04   8.418842    
  1.0000000E-03   16.66282    
  1.5000000E-03   24.14573    
  2.0000001E-03   30.27071    
  2.4999999E-03   34.95553    
  3.0000000E-03   38.47602    
  3.5000001E-03   41.16386    
  4.0000002E-03   43.28117    
  4.4999998E-03   45.00595    
  4.9999999E-03   46.45296    
  5.5000000E-03   47.69633    
  6.0000001E-03   48.78527    
  6.5000001E-03   49.75365    
  7.0000002E-03   50.62564    
  7.4999998E-03   51.41909    
  8.0000004E-03   52.14752    
  8.5000005E-03   52.82137    
  8.9999996E-03   53.44885    
  9.4999997E-03   54.03653    
  9.9999998E-03   54.58969    
  1.0500000E-02   55.11269    
  1.1000000E-02   55.60909    
  1.1500000E-02   56.08186    
  1.2000000E-02   56.53349    
  1.2500000E-02   56.96611    
  1.3000000E-02   57.38151    
  1.3500000E-02   57.78124    
  1.4000000E-02   58.16665    
  1.4500000E-02   58.53888    
  1.5000000E-02   58.89896    
  1.5500000E-02   59.24778    
  1.6000001E-02   59.58614    
  1.6500000E-02   59.91473    
  1.7000001E-02   60.23419    
  1.7500000E-02   60.54508    
  1.7999999E-02   60.84790    
  1.8500000E-02   61.14311    
  1.8999999E-02   61.43114    
  1.9500000E-02   61.71235    
  2.0000000E-02   61.98709    
