  4.5436525E-05   2.144291    
  2.2703878E-04   10.71323    
  4.4966716E-04   21.17489    
  6.5359060E-04   30.57863    
  8.2547899E-04   38.21047    
  9.6469943E-04   44.10400    
  1.0775835E-03   48.66762    
  1.1708016E-03   52.29700    
  1.2494453E-03   55.27545    
  1.3170538E-03   57.78811    
  1.3760640E-03   59.95509    
  1.4281982E-03   61.85659    
  1.4747204E-03   63.54836    
  1.5165919E-03   65.07066    
  1.5545643E-03   66.45358    
  1.5892377E-03   67.72018    
  1.6210983E-03   68.88853    
  1.6505440E-03   69.97301    
  1.6779030E-03   70.98523    
  1.7034479E-03   71.93464    
  1.7274062E-03   72.82903    
  1.7499689E-03   73.67489    
  1.7712967E-03   74.47765    
  1.7915263E-03   75.24187    
  1.8107737E-03   75.97147    
  1.8291381E-03   76.66979    
  1.8467052E-03   77.33968    
  1.8635485E-03   77.98365    
  1.8797321E-03   78.60385    
  1.8953118E-03   79.20220    
  1.9103365E-03   79.78036    
  1.9248492E-03   80.33981    
  1.9388880E-03   80.88187    
  1.9524866E-03   81.40771    
  1.9656750E-03   81.91839    
  1.9784805E-03   82.41484    
  1.9909267E-03   82.89793    
  2.0030360E-03   83.36842    
  2.0148274E-03   83.82702    
  2.0263195E-03   84.27438    
  2.0375284E-03   84.71107    
