  8.6500644E-05  0.0000000E+00
  4.3233280E-04  7.8001683E-08
  8.5934898E-04  3.3824551E-06
  1.2627121E-03  2.2607879E-05
  1.6210711E-03  7.4245887E-05
  1.9270674E-03  1.6362454E-04
  2.1855924E-03  2.8170252E-04
  2.4053336E-03  4.1478299E-04
  2.5945927E-03  5.5205252E-04
  2.7599223E-03  6.8697787E-04
  2.9061374E-03  8.1618654E-04
  3.0367568E-03  9.3820383E-04
  3.1544161E-03  1.0525991E-03
  3.2611552E-03  1.1594875E-03
  3.3585965E-03  1.2592538E-03
  3.4480589E-03  1.3524018E-03
  3.5306285E-03  1.4394723E-03
  3.6072095E-03  1.5210002E-03
  3.6785600E-03  1.5974926E-03
  3.7453184E-03  1.6694181E-03
  3.8080246E-03  1.7372033E-03
  3.8671382E-03  1.8012334E-03
  3.9230511E-03  1.8618535E-03
  3.9760997E-03  1.9193725E-03
  4.0265722E-03  1.9740656E-03
  4.0747197E-03  2.0261784E-03
  4.1207578E-03  2.0759301E-03
  4.1648760E-03  2.1235161E-03
  4.2072390E-03  2.1691106E-03
  4.2479918E-03  2.2128702E-03
  4.2872629E-03  2.2549345E-03
  4.3251649E-03  2.2954298E-03
  4.3617985E-03  2.3344688E-03
  4.3972535E-03  2.3721536E-03
  4.4316100E-03  2.4085764E-03
  4.4649402E-03  2.4438207E-03
  4.4973092E-03  2.4779621E-03
  4.5287758E-03  2.5110694E-03
  4.5593930E-03  2.5432059E-03
  4.5892093E-03  2.5744282E-03
  4.6182689E-03  2.6047893E-03
