  9.9999997E-05  0.0000000E+00
  5.0000002E-04  3.2817636E-07
  1.0000000E-03  1.1035136E-05
  1.5000000E-03  6.6912311E-05
  2.0000001E-03  2.0338461E-04
  2.4999999E-03  4.2533316E-04
  3.0000000E-03  7.1638619E-04
  3.5000001E-03  1.0568590E-03
  4.0000002E-03  1.4311929E-03
  4.4999998E-03  1.8288249E-03
  4.9999999E-03  2.2429423E-03
  5.5000000E-03  2.6691458E-03
  6.0000001E-03  3.1045156E-03
  6.5000001E-03  3.5470412E-03
  7.0000002E-03  3.9952872E-03
  7.4999998E-03  4.4481941E-03
  8.0000004E-03  4.9049607E-03
  8.5000005E-03  5.3649670E-03
  8.9999996E-03  5.8277249E-03
  9.4999997E-03  6.2928456E-03
  9.9999998E-03  6.7600138E-03
  1.0500000E-02  7.2289733E-03
  1.1000000E-02  7.6995115E-03
  1.1500000E-02  8.1714522E-03
  1.2000000E-02  8.6446470E-03
  1.2500000E-02  9.1189696E-03
  1.3000000E-02  9.5943157E-03
  1.3500000E-02  1.0070590E-02
  1.4000000E-02  1.0547716E-02
  1.4500000E-02  1.1025623E-02
  1.5000000E-02  1.1504252E-02
  1.5500000E-02  1.1983549E-02
  1.6000001E-02  1.2463467E-02
  1.6500000E-02  1.2943964E-02
  1.7000001E-02  1.3425004E-02
  1.7500000E-02  1.3906552E-02
  1.7999999E-02  1.4388580E-02
  1.8500000E-02  1.4871058E-02
  1.8999999E-02  1.5353964E-02
  1.9500000E-02  1.5837273E-02
  2.0000000E-02  1.6320966E-02
