 -2.5636407E-05 -5.8029268E-02
 -5.1272815E-05 -0.1160585    
 -7.6909222E-05 -0.1740878    
 -1.0254563E-04 -0.2321171    
 -1.2818203E-04 -0.2901464    
 -1.5381844E-04 -0.3481756    
 -1.7945484E-04 -0.4062049    
 -2.0509126E-04 -0.4642341    
 -2.3072766E-04 -0.5222634    
 -2.5636406E-04 -0.5802927    
 -2.8200049E-04 -0.6383219    
 -3.0763689E-04 -0.6963512    
 -3.3327329E-04 -0.7543805    
 -3.5890969E-04 -0.8124098    
 -3.8454612E-04 -0.8704391    
 -4.1018252E-04 -0.9284683    
 -4.3581892E-04 -0.9864976    
 -4.6145532E-04  -1.044527    
 -4.8709172E-04  -1.102556    
 -5.1272812E-04  -1.160585    
 -5.3836452E-04  -1.218615    
 -5.6400098E-04  -1.276644    
 -5.8963738E-04  -1.334673    
 -6.1527378E-04  -1.392702    
 -6.4091018E-04  -1.450732    
 -6.6654658E-04  -1.508761    
 -6.9218298E-04  -1.566790    
 -7.1781938E-04  -1.624820    
 -7.4345578E-04  -1.682849    
 -7.6909224E-04  -1.740878    
 -7.9472864E-04  -1.798907    
 -8.2036504E-04  -1.856937    
 -8.4600144E-04  -1.914966    
 -8.7163784E-04  -1.972995    
 -8.9727424E-04  -2.031024    
 -9.2291064E-04  -2.089054    
 -9.4854704E-04  -2.147083    
 -9.7418344E-04  -2.205112    
 -9.9981984E-04  -2.263141    
 -1.0254562E-03  -2.321171    
 -1.0510926E-03  -2.379200    
 -1.0767290E-03  -2.437229    
 -1.1023656E-03  -2.495259    
 -1.1280020E-03  -2.553288    
 -1.1536384E-03  -2.611317    
 -1.1792748E-03  -2.669346    
 -1.2049112E-03  -2.727376    
 -1.2305476E-03  -2.785405    
 -1.2561840E-03  -2.843434    
 -1.2818204E-03  -2.901464    
 -1.3074568E-03  -2.959493    
 -1.3330932E-03  -3.017522    
 -1.3587296E-03  -3.075551    
 -1.3843660E-03  -3.133580    
 -1.4100024E-03  -3.191610    
 -1.4356388E-03  -3.249639    
 -1.4612752E-03  -3.307668    
 -1.4869116E-03  -3.365698    
 -1.5125480E-03  -3.423727    
 -1.5381845E-03  -3.481756    
 -1.5638209E-03  -3.539785    
 -1.5894573E-03  -3.597815    
 -1.6150937E-03  -3.655844    
 -1.6407301E-03  -3.713873    
 -1.6663665E-03  -3.771903    
 -1.6920029E-03  -3.829932    
 -1.7176393E-03  -3.887961    
 -1.7432757E-03  -3.945990    
 -1.7689121E-03  -4.004020    
 -1.7945485E-03  -4.062049    
 -1.8201849E-03  -4.120078    
 -1.8458213E-03  -4.178107    
 -1.8714577E-03  -4.236136    
 -1.8970941E-03  -4.294166    
 -1.9227305E-03  -4.352195    
 -1.9483669E-03  -4.410224    
 -1.9740034E-03  -4.468254    
 -1.9996397E-03  -4.526283    
 -2.0252762E-03  -4.584312    
 -2.0509125E-03  -4.642342    
 -2.0765490E-03  -4.700371    
 -2.1021853E-03  -4.758400    
 -2.1278218E-03  -4.816429    
 -2.1534581E-03  -4.874459    
 -2.1790946E-03  -4.932488    
 -2.2047311E-03  -4.990517    
 -2.2303674E-03  -5.048546    
 -2.2560039E-03  -5.106575    
 -2.2816402E-03  -5.164605    
 -2.3072767E-03  -5.222634    
 -2.3329130E-03  -5.280663    
 -2.3585481E-03  -5.338577    
 -2.3841732E-03  -5.395569    
 -2.4097785E-03  -5.450762    
 -2.4353676E-03  -5.504468    
 -2.4609650E-03  -5.558939    
 -2.4865908E-03  -5.616008    
 -2.5122387E-03  -5.675090    
 -2.5379003E-03  -5.735417    
 -2.5635732E-03  -5.796776    
 -2.5892563E-03  -5.859049    
 -2.6149475E-03  -5.922085    
 -2.6406453E-03  -5.985712    
 -2.6663477E-03  -6.049763    
 -2.6920531E-03  -6.114087    
 -2.7177602E-03  -6.178555    
 -2.7434677E-03  -6.243062    
 -2.7691745E-03  -6.307523    
 -2.7948802E-03  -6.371868    
 -2.8205840E-03  -6.436042    
 -2.8462855E-03  -6.500000    
 -2.8719842E-03  -6.563707    
 -2.8976798E-03  -6.627132    
 -2.9233720E-03  -6.690252    
 -2.9490606E-03  -6.753047    
 -2.9747456E-03  -6.815500    
 -3.0004266E-03  -6.877598    
 -3.0261036E-03  -6.939329    
 -3.0517764E-03  -7.000685    
 -3.0774451E-03  -7.061658    
 -3.1031095E-03  -7.122241    
 -3.1287698E-03  -7.182429    
 -3.1544254E-03  -7.242218    
 -3.1800766E-03  -7.301604    
 -3.2057236E-03  -7.360584    
 -3.2313659E-03  -7.419158    
 -3.2570038E-03  -7.477322    
 -3.2826371E-03  -7.535076    
 -3.3082662E-03  -7.592419    
 -3.3338903E-03  -7.649351    
 -3.3595103E-03  -7.705872    
 -3.3851257E-03  -7.761981    
 -3.4107366E-03  -7.817681    
 -3.4363428E-03  -7.872971    
 -3.4619446E-03  -7.927852    
 -3.4875423E-03  -7.982326    
 -3.5131350E-03  -8.036393    
 -3.5387236E-03  -8.090055    
 -3.5643077E-03  -8.143314    
 -3.5898874E-03  -8.196172    
 -3.6154627E-03  -8.248630    
 -3.6410335E-03  -8.300690    
 -3.6666002E-03  -8.352353    
 -3.6921625E-03  -8.403623    
 -3.7177205E-03  -8.454500    
 -3.7432741E-03  -8.504988    
 -3.7688236E-03  -8.555088    
 -3.7943688E-03  -8.604803    
 -3.8199099E-03  -8.654135    
 -3.8454467E-03  -8.703086    
 -3.8709794E-03  -8.751658    
 -3.8965079E-03  -8.799855    
 -3.9220327E-03  -8.847678    
 -3.9475528E-03  -8.895130    
 -3.9730691E-03  -8.942214    
 -3.9985818E-03  -8.988931    
 -4.0240898E-03  -9.035285    
 -4.0495945E-03  -9.081277    
 -4.0750951E-03  -9.126911    
 -4.1005914E-03  -9.172189    
 -4.1260840E-03  -9.217113    
 -4.1515729E-03  -9.261686    
 -4.1770581E-03  -9.305911    
 -4.2025391E-03  -9.349790    
 -4.2280164E-03  -9.393325    
 -4.2534904E-03  -9.436520    
 -4.2789602E-03  -9.479376    
 -4.3044267E-03  -9.521896    
 -4.3298891E-03  -9.564083    
 -4.3553482E-03  -9.605940    
 -4.3808036E-03  -9.647469    
 -4.4062557E-03  -9.688671    
 -4.4317041E-03  -9.729551    
 -4.4571487E-03  -9.770110    
 -4.4825901E-03  -9.810351    
 -4.5080278E-03  -9.850277    
 -4.5334622E-03  -9.889890    
 -4.5588934E-03  -9.929192    
 -4.5843213E-03  -9.968184    
 -4.6097455E-03  -10.00687    
 -4.6351664E-03  -10.04526    
 -4.6605840E-03  -10.08334    
 -4.6859984E-03  -10.12113    
 -4.7114096E-03  -10.15862    
 -4.7368174E-03  -10.19581    
 -4.7622221E-03  -10.23272    
 -4.7876239E-03  -10.26933    
 -4.8130220E-03  -10.30566    
 -4.8384173E-03  -10.34170    
 -4.8638098E-03  -10.37747    
 -4.8891990E-03  -10.41295    
 -4.9145850E-03  -10.44816    
 -4.9399682E-03  -10.48309    
 -4.9653482E-03  -10.51775    
 -4.9907253E-03  -10.55213    
 -5.0160997E-03  -10.58625    
 -5.0414708E-03  -10.62011    
 -5.0668390E-03  -10.65370    
 -5.0922045E-03  -10.68703    
 -5.1175673E-03  -10.72009    
