  9.9999997E-05   1.170128    
  5.0000002E-04   5.848251    
  1.0000000E-03   11.60966    
  1.5000000E-03   16.95177    
  2.0000001E-03   21.41903    
  2.4999999E-03   24.80299    
  3.0000000E-03   27.23997    
  3.5000001E-03   28.99147    
  4.0000002E-03   30.28683    
  4.4999998E-03   31.28686    
  4.9999999E-03   32.09430    
  5.5000000E-03   32.77257    
  6.0000001E-03   33.36071    
  6.5000001E-03   33.88321    
  7.0000002E-03   34.35591    
  7.4999998E-03   34.78943    
  8.0000004E-03   35.19120    
  8.5000005E-03   35.56657    
  8.9999996E-03   35.91956    
  9.4999997E-03   36.25327    
  9.9999998E-03   36.57013    
  1.0500000E-02   36.87212    
  1.1000000E-02   37.16085    
  1.1500000E-02   37.43769    
  1.2000000E-02   37.70374    
  1.2500000E-02   37.96000    
  1.3000000E-02   38.20728    
  1.3500000E-02   38.44632    
  1.4000000E-02   38.67775    
  1.4500000E-02   38.90212    
  1.5000000E-02   39.11993    
  1.5500000E-02   39.33160    
  1.6000001E-02   39.53755    
  1.6500000E-02   39.73811    
  1.7000001E-02   39.93361    
  1.7500000E-02   40.12434    
  1.7999999E-02   40.31055    
  1.8500000E-02   40.49249    
  1.8999999E-02   40.67036    
  1.9500000E-02   40.84439    
  2.0000000E-02   41.01474    
